"No.","Time","Source","Destination","Protocol","Length","Info"
"98","0.084624","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"99","0.084625","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"105","0.084912","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"106","0.085004","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"107","0.085057","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"108","0.085153","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"110","0.086508","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"127","0.150662","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"129","0.150780","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"136","0.153351","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"139","0.153417","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"144","0.156351","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"147","0.156703","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"150","0.158601","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"154","0.161409","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"156","0.214753","10.100.102.6","216.58.210.234","TLSv1.2","1053","Application Data"
"169","0.227603","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"171","0.228012","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"172","0.228364","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"173","0.228713","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"174","0.229017","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"181","0.236053","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"182","0.236177","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"183","0.236597","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"184","0.236700","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"185","0.237006","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"186","0.237047","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"187","0.237563","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"188","0.237715","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"189","0.237777","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"190","0.237871","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"191","0.237960","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"204","0.306034","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"205","0.306167","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"206","0.306236","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"207","0.306295","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"208","0.306357","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"214","0.311555","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"218","0.313103","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"219","0.313103","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"227","0.313465","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"228","0.313466","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"229","0.314010","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"234","0.316929","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"235","0.316929","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"239","0.317188","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"240","0.317326","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"241","0.317412","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"261","0.384985","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"262","0.385001","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"263","0.385242","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"264","0.385378","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"265","0.385574","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"266","0.385679","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"267","0.385855","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"268","0.385906","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"269","0.385947","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"274","0.390508","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"275","0.390523","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"285","0.390790","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"286","0.390908","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"287","0.390965","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"288","0.391005","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"289","0.391041","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"293","0.455310","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"311","0.464016","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"312","0.464027","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"313","0.464272","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"314","0.464425","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"315","0.464497","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"316","0.464683","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"317","0.464746","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"318","0.464793","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"319","0.464840","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"321","0.473589","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"322","0.473721","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"323","0.473795","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"324","0.473863","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"325","0.473928","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"326","0.473996","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"339","0.536743","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"340","0.536742","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"341","0.537373","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"343","0.537774","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"345","0.540612","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"349","0.541196","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"350","0.541528","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"367","0.547373","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"368","0.547365","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"372","0.548215","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"373","0.548311","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"374","0.548663","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"375","0.548848","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"376","0.549114","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"377","0.549314","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"378","0.549513","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"379","0.603171","10.100.102.6","82.166.201.179","TLSv1.2","746","Application Data"
"392","0.611689","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"393","0.611689","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"394","0.611888","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"395","0.611983","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"396","0.612059","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"411","0.618727","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"412","0.618733","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"416","0.618885","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"417","0.619034","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"418","0.619169","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"419","0.619326","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"426","0.623276","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"427","0.623332","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"434","0.623608","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"435","0.623660","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"440","0.625570","10.100.102.6","82.166.201.179","TCP","54","54778  >  443 [ACK] Seq=693 Ack=7886 Win=9239 Len=0"
"441","0.625613","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"443","0.632720","10.100.102.6","82.166.201.179","TCP","54","54778  >  443 [ACK] Seq=693 Ack=38546 Win=9239 Len=0"
"445","0.636334","10.100.102.6","82.166.201.179","TCP","54","54778  >  443 [ACK] Seq=693 Ack=69206 Win=9239 Len=0"
"447","0.639389","10.100.102.6","82.166.201.179","TCP","54","54778  >  443 [ACK] Seq=693 Ack=99866 Win=9239 Len=0"
"449","0.642406","10.100.102.6","82.166.201.179","TCP","54","54778  >  443 [ACK] Seq=693 Ack=130526 Win=9239 Len=0"
"451","0.644353","10.100.102.6","82.166.201.179","TCP","54","54778  >  443 [ACK] Seq=693 Ack=155346 Win=9239 Len=0"
"453","0.645716","10.100.102.6","82.166.201.179","TCP","54","54778  >  443 [ACK] Seq=693 Ack=172866 Win=9239 Len=0"
"455","0.650473","10.100.102.6","82.166.201.179","TCP","54","54778  >  443 [ACK] Seq=693 Ack=203526 Win=9239 Len=0"
"457","0.652190","10.100.102.6","82.166.201.179","TCP","54","54778  >  443 [ACK] Seq=693 Ack=226886 Win=9239 Len=0"
"459","0.654793","10.100.102.6","82.166.201.179","TCP","54","54778  >  443 [ACK] Seq=693 Ack=247326 Win=9239 Len=0"
"461","0.658019","10.100.102.6","82.166.201.179","TCP","54","54778  >  443 [ACK] Seq=693 Ack=275066 Win=9239 Len=0"
"463","0.663831","10.100.102.6","82.166.201.179","TCP","54","54778  >  443 [ACK] Seq=693 Ack=305726 Win=9239 Len=0"
"465","0.666646","10.100.102.6","82.166.201.179","TCP","54","54778  >  443 [ACK] Seq=693 Ack=336386 Win=9239 Len=0"
"467","0.668864","10.100.102.6","82.166.201.179","TCP","54","54778  >  443 [ACK] Seq=693 Ack=367046 Win=9239 Len=0"
"469","0.670612","10.100.102.6","82.166.201.179","TCP","54","54778  >  443 [ACK] Seq=693 Ack=387486 Win=9239 Len=0"
"471","0.671806","10.100.102.6","82.166.201.179","TCP","54","54778  >  443 [ACK] Seq=693 Ack=403546 Win=9239 Len=0"
"473","0.672379","10.100.102.6","82.166.201.179","TCP","54","54778  >  443 [ACK] Seq=693 Ack=412306 Win=9239 Len=0"
"475","0.673683","10.100.102.6","82.166.201.179","TCP","54","54778  >  443 [ACK] Seq=693 Ack=418146 Win=9239 Len=0"
"477","0.674489","10.100.102.6","82.166.201.179","TCP","54","54778  >  443 [ACK] Seq=693 Ack=426906 Win=9239 Len=0"
"479","0.679566","10.100.102.6","82.166.201.179","TCP","54","54778  >  443 [ACK] Seq=693 Ack=457566 Win=9239 Len=0"
"481","0.681021","10.100.102.6","82.166.201.179","TCP","54","54778  >  443 [ACK] Seq=693 Ack=478006 Win=9239 Len=0"
"494","0.688161","10.100.102.6","82.166.201.179","TCP","54","54778  >  443 [ACK] Seq=693 Ack=526186 Win=9239 Len=0"
"495","0.688208","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"496","0.688579","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"497","0.688749","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"505","0.689726","10.100.102.6","82.166.201.179","TCP","54","54778  >  443 [ACK] Seq=693 Ack=551006 Win=9239 Len=0"
"506","0.689788","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"510","0.694561","10.100.102.6","82.166.201.179","TCP","54","54778  >  443 [ACK] Seq=693 Ack=580206 Win=9239 Len=0"
"511","0.694637","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"516","0.695796","10.100.102.6","82.166.201.179","TCP","54","54778  >  443 [ACK] Seq=693 Ack=588966 Win=9239 Len=0"
"535","0.698223","10.100.102.6","82.166.201.179","TCP","54","54778  >  443 [ACK] Seq=693 Ack=618166 Win=9239 Len=0"
"536","0.698237","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"537","0.698240","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"538","0.698484","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"539","0.698499","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"540","0.698699","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"541","0.698765","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"545","0.700029","10.100.102.6","82.166.201.179","TCP","54","54778  >  443 [ACK] Seq=693 Ack=644446 Win=9239 Len=0"
"557","0.708677","10.100.102.6","82.166.201.179","TCP","54","54778  >  443 [ACK] Seq=693 Ack=663426 Win=9239 Len=0"
"558","0.708748","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"559","0.708869","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"560","0.708956","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"561","0.709034","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"566","0.710784","10.100.102.6","82.166.201.179","TCP","54","54778  >  443 [ACK] Seq=693 Ack=694086 Win=9239 Len=0"
"567","0.710856","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"569","0.712812","10.100.102.6","82.166.201.179","TCP","54","54778  >  443 [ACK] Seq=693 Ack=721826 Win=9239 Len=0"
"572","0.713490","10.100.102.6","82.166.201.179","TCP","54","54778  >  443 [ACK] Seq=693 Ack=726169 Win=9239 Len=0"
"594","0.780521","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"595","0.780521","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"596","0.780697","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"597","0.780729","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"598","0.780762","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"599","0.780788","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"600","0.780812","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"601","0.780869","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"602","0.780911","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"615","0.788668","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"616","0.788668","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"617","0.788913","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"618","0.789035","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"619","0.789130","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"620","0.789193","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"621","0.789246","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"633","0.854366","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"634","0.854366","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"638","0.854830","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"639","0.854964","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"640","0.855359","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"641","0.855662","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"663","0.865249","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"664","0.865249","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"665","0.865502","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"666","0.865566","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"667","0.865578","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"668","0.865659","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"669","0.865862","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"670","0.865949","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"671","0.866125","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"673","0.870711","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"682","0.925637","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"683","0.925747","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"687","0.926314","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"688","0.926631","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"693","0.929272","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"694","0.929281","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"697","0.934654","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"703","0.937082","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"705","0.937291","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"716","0.939410","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"717","0.939418","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"720","0.939935","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"721","0.939995","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"722","0.940400","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"729","0.944657","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"730","0.944918","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"734","0.995948","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"738","0.996310","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"739","0.996511","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"747","1.002006","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"748","1.002009","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"749","1.002397","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"753","1.008515","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"768","1.012450","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"769","1.012451","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"771","1.012906","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"772","1.013071","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"773","1.013191","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"774","1.013303","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"775","1.013392","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"778","1.021797","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"781","1.031854","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"785","1.068889","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"787","1.068992","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"790","1.071691","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"794","1.074856","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"797","1.077399","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"800","1.077770","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"804","1.080602","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"807","1.082458","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"814","1.086651","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"815","1.086651","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"816","1.086880","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"819","1.089350","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"823","1.090649","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"825","1.091917","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"828","1.094314","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"832","1.104903","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"851","1.152824","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"852","1.152825","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"853","1.153060","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"854","1.153086","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"855","1.153164","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"856","1.153198","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"857","1.153232","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"869","1.160045","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"870","1.160067","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"871","1.160172","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"872","1.160193","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"873","1.160238","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"879","1.164405","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"880","1.164487","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"882","1.166503","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"886","1.176407","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"889","1.222382","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"897","1.226191","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"898","1.226196","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"899","1.226478","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"900","1.226586","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"905","1.230836","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"906","1.230961","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"917","1.233181","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"918","1.233181","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"919","1.233464","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"920","1.233509","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"926","1.236186","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"927","1.236190","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"929","1.236364","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"932","1.239368","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"935","1.249621","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"950","1.301079","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"951","1.301079","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"952","1.301370","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"953","1.301404","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"954","1.301470","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"955","1.301518","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"956","1.301557","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"965","1.306422","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"966","1.306422","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"967","1.306723","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"969","1.306830","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"972","1.310348","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"977","1.310627","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"978","1.310771","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"982","1.311920","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"985","1.322066","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"1015","1.381591","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"1016","1.381623","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"1019","1.381824","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"1020","1.381848","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"1022","1.381940","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
"1023","1.382185","10.100.102.6","216.58.210.234","TLSv1.2","8268","Application Data"
"1024","1.382247","10.100.102.6","216.58.204.10","TLSv1.2","8268","Application Data"
